Inspection_ID,DBA_Name,criticalCount,seriousCount,minorCount,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ageAtInspection,consumption_on_premises_incidental_activity,tobacco,package_goods,outdoor_patio,public_place_of_amusement,limited_business_license,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,precipIntensity,temperatureMax,windSpeed,humidity,heat_burglary,heat_garbage,heat_sanitation,criticalFound,Risk_Risk 1 (High),Risk_Risk 2 (Medium),Risk_Risk 3 (Low),Facility_Type_Clean_Other,Facility_Type_Clean_Restaurant,APPLICATION_TYPE_C_EXPA,APPLICATION_TYPE_C_LOC,APPLICATION_TYPE_ISSUE,APPLICATION_TYPE_RENEW,predict
1092787,CHIPOTLE MEXICAN GRILL,0,0,2,0,0,0,2,0.978082191780822,0,2.1342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,31.72333333333333,12.726666666666668,0.7200000000000001,21.075898807389308,9.334293759931793,33.53829170882697,0,1,0,0,0,1,0,0,0,1,0
1092789,EMPEROR WOK,0,0,6,0,0,0,3,0.9589041095890408,0,6.117808219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,23.90333333333333,10.586666666666668,0.6966666666666667,18.492586381562578,8.850634166262314,35.10383502084701,0,1,0,0,0,1,0,0,0,1,0
1092790,PAPACITO'S MEXICAN GRILLE,0,0,3,0,0,0,2,1.0520547945205478,0,7.019178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,23.90333333333333,10.586666666666668,0.6966666666666667,44.6420472816614,35.739136344227035,62.8043020286791,0,1,0,0,0,1,0,0,0,1,0
1092791,ANN SATHER RESTAURANT,0,0,3,0,0,0,3,0.9095890410958904,0,6.1589041095890416,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,15.116666666666665,12.426666666666668,0.6333333333333333,30.32969138442579,14.68225773495834,14.076936462635016,0,1,0,0,0,1,0,0,0,1,0
1092792,PHILLY'S BEST,0,0,3,0,0,0,6,0.336986301369863,0,9.284931506849317,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,15.116666666666665,12.426666666666668,0.6333333333333333,30.185852803700318,14.38306991781937,14.338161881101891,0,1,0,0,0,1,0,0,0,1,0
1092793,BANH MI & CO,0,0,3,0,1,1,4,0.3178082191780822,0,1.1890410958904107,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,15.116666666666665,12.426666666666668,0.6333333333333333,27.92737069801106,10.930259617514896,18.340900186298185,0,1,0,0,0,1,0,0,1,0,0
1092794,JEWEL FOOD STORE #3441,0,0,3,0,0,0,4,0.96986301369863,0,11.70958904109589,0,1,0,0,0,1,0,0,0,0,0,0,0.03983333333333334,29.71,16.323333333333334,0.63,16.47459889870458,9.481932760526233,45.17671917520938,0,1,0,0,1,0,0,0,0,1,1
1092795,AFC SUSHI @ JEWEL OSCO # 2940,0,0,1,0,0,0,1,0.96986301369863,0,9.465753424657533,0,0,0,0,0,0,0,0,0,0,0,0,0.03983333333333334,29.71,16.323333333333334,0.63,16.47459889870458,9.481932760526233,45.17671917520938,0,1,0,0,1,0,0,0,0,1,0
1092796,NANCY'S HOME OF STUFFED PIZZA,0,0,3,0,0,0,1,0.6410958904109589,0,11.70958904109589,1,0,0,0,0,0,0,0,0,0,0,0,0.03983333333333334,29.71,16.323333333333334,0.63,17.494133895630846,9.798362308625887,164.59172545297326,0,1,0,0,0,1,0,0,0,1,0
1092797,JEWEL FOOD STORE #3514,0,0,5,0,0,1,2,1.0493150684931507,0,11.712328767123287,0,0,0,0,0,1,0,0,0,0,0,0,0.0398,23.59,14.896666666666668,0.6033333333333334,23.920202639783238,3.2823688598613887,59.68738923402265,0,1,0,0,1,0,0,0,0,1,1
1092798,AFC SUSHI @ JEWEL-OSCO #3531,0,0,1,0,0,0,2,1.0493150684931507,0,8.778082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,23.59,14.896666666666668,0.6033333333333334,23.920202639783238,3.2823688598613887,59.68738923402265,0,1,0,0,1,0,0,0,0,1,0
1092799,TACO & BURRITOS PALACE,0,0,3,1,0,1,3,0.7123287671232876,0,11.956164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,23.59,14.896666666666668,0.6033333333333334,41.498083575637345,7.0844431139577,72.92600379007375,0,1,0,0,0,1,0,0,0,1,0
1092800,WISHBONE RESTAURANT,0,0,6,0,0,0,6,1.0164383561643835,0,11.210958904109587,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,14.089999999999998,13.28,0.6200000000000001,20.654279767606692,41.65205149610271,51.950650283869905,0,1,0,0,0,1,0,0,0,1,0
1092801,FERNANDO'S RESTAURANT,0,0,3,0,0,0,0,2.0,1,11.715068493150685,1,0,0,0,0,0,0,0,0,0,0,0,0.0398,14.089999999999998,13.28,0.6200000000000001,19.747565727110924,52.99083106540332,38.13202294584815,0,1,0,0,0,1,0,0,0,1,0
1092802,THAI THANK YOU,0,0,5,0,0,0,0,2.0,1,0.7698630136986301,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,14.089999999999998,13.28,0.6200000000000001,19.71004488104013,33.47876640048986,54.583444082474095,0,1,0,0,0,1,0,0,1,0,0
1092803,CLARKE'S ON BELMONT,0,0,5,1,0,2,2,0.9452054794520548,0,11.961643835616439,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.103333333333332,13.423333333333336,0.5733333333333334,40.175109341740274,15.49732396812618,18.580743512683245,0,1,0,0,0,1,0,0,0,1,0
1092804,CHEESIES PUB & GRUB,0,1,4,0,0,0,0,2.0,1,1.5123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.103333333333332,13.423333333333336,0.5733333333333334,38.47079222114475,19.386181929204504,19.73040459440265,0,1,0,0,0,1,0,0,0,1,1
1092805,"PASTA AL GUSTO, INC.",0,0,2,0,0,0,1,0.926027397260274,0,0.9068493150684932,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.103333333333332,13.423333333333336,0.5733333333333334,16.69060352478925,31.288691499779556,59.34536429811347,0,1,0,0,0,1,0,0,1,0,0
1092809,BOSTON MARKET #2520,0,1,4,0,0,0,3,0.9917808219178084,0,11.47945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,25.626666666666665,6.1466666666666665,0.73,14.615153420770294,11.891729453760073,54.670487832544495,0,1,0,0,0,1,0,0,0,1,1
1092810,"TONY'S BURRITO MEX, INC",0,0,4,0,2,1,4,0.7205479452054795,0,8.928767123287669,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,25.626666666666665,6.1466666666666665,0.73,44.649535042995176,32.742131261932414,74.13149469537579,0,1,0,0,0,1,0,0,0,1,0
1092813,"BAI CAFE,INC.",0,0,4,0,0,0,3,0.8684931506849315,0,3.0273972602739727,0,0,0,0,0,0,0,0,0,0,0,0,0.0013000000000000002,23.69333333333334,7.956666666666668,0.7066666666666667,28.126055544925713,38.18645910253567,28.53973290845943,0,1,0,0,0,1,0,0,0,1,0
1092814,ESENCIA URBAN KITCHEN,0,0,1,0,0,0,0,2.0,1,0.6027397260273972,0,0,0,0,0,0,0,0,0,0,0,0,0.0013000000000000002,20.16,10.69,0.7200000000000001,23.608897235179292,5.475626057650093,50.37370130418525,0,1,0,0,0,1,0,0,1,0,0
1092815,THE BRAZILIAN BOWL,0,2,2,0,0,0,5,0.7287671232876712,0,1.8027397260273967,0,0,0,0,0,0,0,0,0,0,0,0,0.0013000000000000002,20.16,10.69,0.7200000000000001,22.77632463678801,9.094823059488515,52.29070324250083,0,1,0,0,0,1,0,0,1,0,1
1092816,CHIPOTLE MEXICAN GRILL,0,1,1,0,0,0,4,0.7369863013698629,0,11.73972602739726,1,0,0,0,0,0,0,0,0,0,0,0,0.0013000000000000002,20.16,10.69,0.7200000000000001,22.973121236192778,9.700963252243849,55.12778115048962,0,1,0,0,0,1,0,0,0,1,1
1092817,GREAT AMERICAN BAGEL,0,0,5,0,0,1,3,0.9013698630136986,0,5.72876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,15.703333333333333,8.483333333333334,0.6966666666666667,26.943532941278228,31.48301190143159,27.989145605957788,0,1,0,0,0,1,0,0,0,1,0
1092818,The Art Of  Pizza Inc.,0,1,4,0,0,0,4,0.8767123287671232,0,11.991780821917805,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,15.703333333333333,8.483333333333334,0.6966666666666667,14.37907323440759,10.97622594447201,57.45008967389018,0,1,0,0,0,1,0,0,0,1,1
1092819,THE BURRITO HOUSE,0,0,3,0,0,0,3,0.9150684931506852,0,11.991780821917805,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,15.703333333333333,8.483333333333334,0.6966666666666667,27.042302457844816,37.18663466292822,26.482529773106275,0,1,0,0,0,1,0,0,0,1,0
1092820,SUBWAY SANDWICH SHOP,0,0,2,0,0,0,2,1.0328767123287672,0,11.994520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,16.19,7.72,0.6766666666666667,19.931525247154678,9.572325271849463,51.84966064619419,0,1,0,0,0,1,0,0,0,1,0
1092823,RICE'N BREAD,1,0,9,0,0,0,0,2.0,1,0.8493150684931506,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.96,6.43,0.6133333333333333,79.85510147456355,17.693112575792888,21.38580105708429,1,1,0,0,0,1,0,0,1,0,0
1092824,"EL MARIACHI  RESTAURANT, INC",0,0,5,0,0,0,0,2.0,1,12.013698630136984,1,0,0,0,0,0,0,0,0,0,0,0,0.0027666666666666673,26.013333333333332,6.38,0.7233333333333333,25.937158257426127,1.967393756460175,53.054224892210854,0,1,0,0,0,1,0,0,0,1,0
1092825,JIM NOODLE & RICE,0,1,5,0,0,0,5,0.673972602739726,0,9.336986301369864,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,32.96666666666667,8.333333333333334,0.7233333333333333,11.325031799110322,29.79954760720151,74.60106119849074,0,1,0,0,0,1,0,0,0,1,1
1092827,ANN SATHER'S CAFE,0,0,4,0,0,0,3,0.7643835616438356,0,1.6136986301369862,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,39.193333333333335,8.713333333333333,0.71,25.571535890499398,2.6447095952229827,50.175929576992566,0,1,0,0,0,1,0,0,0,1,0
1092828,ROSCOE'S TAVERN LTD,0,1,3,1,0,1,3,0.7342465753424657,0,11.775342465753427,0,0,0,1,1,0,0,1,0,0,0,0,0.0025,39.193333333333335,8.713333333333333,0.71,41.37275750803824,6.248454884692278,52.17211824359211,0,1,0,0,0,1,0,0,0,1,0
1092832,JIMMY JOHN'S GOURMET SANDWICH,0,1,2,0,0,0,4,0.35342465753424657,0,12.02191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0.005666666666666667,46.2,8.246666666666666,0.7400000000000001,53.86327179843124,9.213711936448286,14.253924149001078,0,1,0,0,0,1,0,0,0,1,1
1092835,REBEL BAR & GRILL,0,0,3,0,0,0,4,0.8575342465753425,0,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0.0,29.173333333333336,12.243333333333334,0.5233333333333333,70.29670434400111,17.51658224007586,7.285338857927742,0,1,0,0,0,1,0,0,0,1,0
1092836,SUBWAY SANDWICHES & SALADS,0,0,3,0,0,0,3,0.9945205479452056,0,9.668493150684931,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.173333333333336,12.243333333333334,0.5233333333333333,17.113787278726413,14.128839234974775,57.48774839665785,0,1,0,0,0,1,0,0,0,1,0
1092837,THE BAGEL INC,0,0,4,0,1,0,1,0.8493150684931506,0,12.038356164383561,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.96333333333333,13.136666666666665,0.55,25.35439425165433,19.65605955344024,84.40794157595528,0,1,0,0,0,1,0,0,0,1,0
1092842,EINSTEIN BROS. BAGELS  # 2578,0,0,4,1,0,2,2,0.7561643835616438,0,11.96986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.12333333333333,12.920000000000002,0.5066666666666667,35.116241045440376,24.063210014354986,6.8381254489119865,0,1,0,0,0,1,0,0,0,1,0
1092845,POCKETS,0,1,1,0,0,0,0,2.0,1,4.909589041095892,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.12333333333333,12.920000000000002,0.5066666666666667,13.087554353287887,30.98014355078925,62.8378440764204,0,1,0,0,0,1,0,0,0,1,0
1092849,Millie's,0,0,6,0,0,0,0,2.0,1,4.183561643835616,0,0,0,0,0,0,0,1,0,0,0,0,0.0002666666666666667,18.073333333333334,7.353333333333333,0.59,39.99892807500995,16.695061578111623,41.865855647687866,0,0,1,0,0,1,0,0,0,1,0
1092850,SUBWAY,0,0,1,0,0,0,2,1.1095890410958904,0,11.487671232876714,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,21.363333333333333,6.533333333333334,0.6233333333333334,21.928903873930732,15.790762462452614,19.81928116353502,0,1,0,0,0,1,0,0,0,1,0
1092851,FLACO'S TACOS 3,0,0,5,0,0,0,0,2.0,1,0.6575342465753424,1,0,0,0,1,0,0,0,0,0,0,0,0.0004333333333333333,21.363333333333333,6.533333333333334,0.6233333333333334,57.27736747922447,25.339188906861786,2.9208769947611715,0,1,0,0,0,1,0,0,1,0,0
1092852,PARROTS BAR & GRILL,0,0,6,0,0,0,0,2.0,1,11.813698630136988,0,1,0,0,0,0,0,1,0,0,0,0,0.0004333333333333333,21.363333333333333,6.533333333333334,0.6233333333333334,53.87704251713386,16.6943624572522,86.46230367875673,0,0,1,0,0,1,0,0,0,1,0
1092853,Hawthorne Elementary,0,0,3,0,0,0,2,1.1315068493150684,0,12.06027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,25.3,7.653333333333332,0.6366666666666667,31.534029615908256,18.336526439395133,12.140920448729155,0,1,0,0,1,0,0,0,0,1,0
1092854,CASSAVA BREAD LLC,0,0,3,0,0,0,2,0.96986301369863,0,3.4575342465753423,0,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,25.3,7.653333333333332,0.6366666666666667,47.15340426484757,9.621891391234069,11.258833906504046,0,1,0,0,0,1,0,0,0,1,0
1092855,MACKU SIGNATURE,0,0,2,0,0,0,0,2.0,1,0.978082191780822,1,0,0,0,0,0,0,0,0,0,0,0,0.0004333333333333333,25.3,7.653333333333332,0.6366666666666667,53.89123169683037,19.534664768967012,113.59521870966286,0,1,0,0,0,1,0,0,1,0,0
1092857,Taco & Burrito House,0,0,5,0,0,1,5,0.4794520547945205,0,11.698630136986301,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667e-05,41.68333333333333,10.77,0.71,31.0383997251121,21.025334811183072,122.88690248547563,0,1,0,0,0,1,0,0,0,1,0
1092858,HATSU HANA JAPANESE RESTAURANT,0,0,5,0,0,0,2,1.180821917808219,0,4.890410958904108,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667e-05,41.68333333333333,10.77,0.71,29.57631522842734,18.628937730175647,107.08438210667295,0,1,0,0,0,1,0,0,0,1,0
1092859,CHICAGO BAGEL AUTHORITY-BELM,0,0,1,0,0,0,5,0.463013698630137,0,2.6767123287671235,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667e-05,44.43666666666667,13.336666666666664,0.7033333333333335,27.837926466042944,11.791738486766635,19.05849181869309,0,1,0,0,0,1,0,0,0,1,0
1092861,SINBAD,0,1,5,0,1,1,6,0.4027397260273973,0,12.07123287671233,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667e-05,44.43666666666667,13.336666666666664,0.7033333333333335,33.304446830221856,8.24187489484046,20.415659555203128,0,1,0,0,0,1,0,0,0,1,1
1092862,JERSEY MIKE'S SUBS,0,0,4,0,0,0,0,0.3424657534246575,0,1.304109589041096,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667e-05,44.43666666666667,13.336666666666664,0.7033333333333335,28.380867598734646,17.034803738486815,103.918586413854,0,1,0,0,0,1,0,0,1,0,0
1092863,THE TEMPLE BAR,0,1,7,0,0,0,2,0.3972602739726027,0,11.830136986301367,1,0,0,0,0,0,0,0,0,0,0,0,0.0007,47.49666666666667,11.366666666666665,0.69,14.736950433532026,14.010844784752727,49.85770139400537,0,1,0,0,0,1,0,0,0,1,1
1092865,POTBELLY SANDWICH WORKS LLC,0,0,2,1,1,2,3,1.282191780821918,0,11.323287671232874,0,0,0,0,0,0,0,0,0,0,0,0,0.003366666666666667,44.70666666666667,14.036666666666667,0.6966666666666667,41.589616674148566,16.4139720925438,9.015359493746043,0,1,0,0,0,1,0,0,0,1,0
1092866,P S BANGKOK RESTAURANT INC,0,0,3,0,0,0,3,0.3643835616438356,0,11.832876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0.003366666666666667,44.70666666666667,14.036666666666667,0.6966666666666667,51.05639466104694,9.104496803104539,21.825499401089655,0,1,0,0,0,1,0,0,0,1,0
1092868,NOODLES & COMPANY,0,0,3,0,0,0,3,0.7479452054794521,0,1.964383561643836,1,0,0,0,0,0,0,0,0,0,0,0,0.003366666666666667,39.406666666666666,12.283333333333333,0.73,43.405064796577214,13.596054621284635,9.306336059734493,0,1,0,0,0,1,0,0,0,1,0
1092869,BUENA VISTA RESTAURANT,0,0,3,0,0,0,2,1.2,0,9.301369863013699,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40.49333333333335,15.033333333333333,0.6299999999999999,36.19176886654067,16.961414139658206,98.67065965941488,0,1,0,0,0,1,0,0,0,1,0
1092870,NEW TOKYO,0,0,6,0,0,0,2,0.4191780821917808,0,12.087671232876714,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40.49333333333335,15.033333333333333,0.6299999999999999,35.74393590198841,17.824289484112974,102.08593385523848,0,1,0,0,0,1,0,0,0,1,0
1092873,Taste Of Asia,0,0,9,1,1,1,6,1.2465753424657535,0,4.676712328767123,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34.95,12.136666666666667,0.6066666666666666,35.94480236311241,15.707567617189925,110.48155683832093,0,1,0,0,0,1,0,0,0,1,0
1092874,BB BUN MI EXPRESS,1,2,5,0,0,0,3,1.1287671232876713,0,1.6164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37.73666666666667,13.526666666666666,0.5966666666666667,52.074071648091724,2.4085097285096033,42.12031612309343,1,1,0,0,0,1,0,0,1,0,1
